"April 19, 2015 at 04:22PM",Ittisa,http://www.linkedin.com/company/3692941,"Bengaluru Area, India",IN,Internet,Graphic Designer,"Graphic Designers who live and breathe design, typography, color theory, and composition. They'll be responsible for creating stunning visuals for both print and digital media. They will be working closely with digital directors, creative directors, copywriters, and web developers, to translate marketing and brand strategies into comps that render beautifully in print and code....",https://www.linkedin.com/jobs?viewJob=&jobId=44297844&trk=api*a130653*s139051*,No salary provided
"May 04, 2015 at 02:17PM",A.Criton,http://www.linkedin.com/company/9344227,"Bengaluru Area, India",IN,Apparel & Fashion,Design Assistant,Responsibilities: Research &amp; study fashion trends. Research fashion concepts to aid the design process of the brand. Develop new techniques for the different product lines. Develop tech packs and costing sheets. Check and regulate new developments and prototyping process. Manage design interns effectively. Identify and create links to procure innovative raw materials and technology. Effectivel...,https://www.linkedin.com/jobs?viewJob=&jobId=60845735&trk=api*a130653*s139051*,No salary provided
"April 29, 2015 at 04:04PM",General Electric (GE),http://www.linkedin.com/company/5022095,"Bengaluru Area, India",IN,Financial Services,CA Intern,"Posted Position TitleCA Intern   About UsGE (NYSE: GE) works on things that matter. The best people and the best technologies taking on the toughest challenges. Finding solutions in energy, health and home, transportation and finance. Building, powering, moving and curing the world. Not just imagining. Doing. GE works. For more information, visit the company's website at www.ge.com   Role Summary/...",https://www.linkedin.com/jobs?viewJob=&jobId=47143312&trk=api*a130653*s139051*,No salary provided
"April 19, 2015 at 04:22PM",Ittisa,http://www.linkedin.com/company/3692941,"Bengaluru Area, India",IN,Internet,Graphic Designer,"Graphic Designers who live and breathe design, typography, color theory, and composition. They'll be responsible for creating stunning visuals for both print and digital media. They will be working closely with digital directors, creative directors, copywriters, and web developers, to translate marketing and brand strategies into comps that render beautifully in print and code....",https://www.linkedin.com/jobs?viewJob=&jobId=44297844&trk=api*a130653*s139051*,No salary provided
"May 04, 2015 at 02:17PM",A.Criton,http://www.linkedin.com/company/9344227,"Bengaluru Area, India",IN,Apparel & Fashion,Design Assistant,Responsibilities: Research &amp; study fashion trends. Research fashion concepts to aid the design process of the brand. Develop new techniques for the different product lines. Develop tech packs and costing sheets. Check and regulate new developments and prototyping process. Manage design interns effectively. Identify and create links to procure innovative raw materials and technology. Effectivel...,https://www.linkedin.com/jobs?viewJob=&jobId=60845735&trk=api*a130653*s139051*,No salary provided
"April 29, 2015 at 04:04PM",General Electric (GE),http://www.linkedin.com/company/5022095,"Bengaluru Area, India",IN,Financial Services,CA Intern,"Posted Position TitleCA Intern   About UsGE (NYSE: GE) works on things that matter. The best people and the best technologies taking on the toughest challenges. Finding solutions in energy, health and home, transportation and finance. Building, powering, moving and curing the world. Not just imagining. Doing. GE works. For more information, visit the company's website at www.ge.com   Role Summary/...",https://www.linkedin.com/jobs?viewJob=&jobId=47143312&trk=api*a130653*s139051*,No salary provided
"April 17, 2015 at 11:40AM",TextNook,http://www.linkedin.com/company/3700902,"Bengaluru Area, India",IN,Information Technology and Services,Software Engineer,"As a platform builder, you will be responsible for revamping and building the TextNook platform from the ground up. This involves ideation, creating mockups and prototypes and writing the APIs and abstractions that the platform would be built on. You would be given the opportunity to lay the groundwork for creating the future engineering culture by choosing modern agile frameworks and ensuring qui...",https://www.linkedin.com/jobs?viewJob=&jobId=44297463&trk=api*a130653*s139051*,No salary provided
"April 21, 2015 at 06:49PM",Wizmatrix Consulting Pvt Ltd,http://www.linkedin.com/company/429434,"Bengaluru Area, India",IN,"Internet, Computer Software",Senior Developer ( Product Development) Mumbai,"    Software Developer  Location : Mumbai  Experience - 3-5 yrs   Looking for candidates from product Cos only  ( Preference given to candidates from Ecommerce Cos)      What are we looking for?   We are looking for motivated individuals with enthusiasm to bring an impact on this world.    We are hiring across verticals namely technology, product, community, marketing, content, international team....",https://www.linkedin.com/jobs?viewJob=&jobId=44974270&trk=api*a130653*s139051*,No salary provided
"April 19, 2015 at 01:26PM","Cloud Lending, Inc. (Formerly MFiFlex)",http://www.linkedin.com/company/2413536,"Bengaluru Area, India",IN,Information Technology and Services,Software Developer,"Experience - 2+ years Job Function – Techno-Functional  As a Software Engineer of the Customer Success team you will be responsible to Work through the entire Software Development Life Cycle, from gathering customer requirements, analysing, developing, and deploying them. Understand the product thoroughly and be a functional expert throughout the breadth of Cloud Lending’s products. Analyse custom...",https://www.linkedin.com/jobs?viewJob=&jobId=58403045&trk=api*a130653*s139051*,No salary provided
"April 10, 2015 at 05:41PM",iMind Your Business Solutions Pvt. Ltd,http://www.linkedin.com/company/3679031,"Bengaluru Area, India",IN,"Information Technology and Services, Apparel & Fashion, Retail",Data Specialist,"Hiring for the client a boutique consulting firm, specializing in SAP, Software &amp; Technology Solutions to the fashion industry.  As a data scientist/Analyst, you will get to design and develop data-driven products and features. You will learn and employ the latest in data technologies to power these products. You will develop amazing consumer-facing applications as well as our in-house analyti...",https://www.linkedin.com/jobs?viewJob=&jobId=44222388&trk=api*a130653*s139051*,No salary provided
"April 19, 2015 at 01:26PM","Cloud Lending, Inc. (Formerly MFiFlex)",http://www.linkedin.com/company/2413536,"Bengaluru Area, India",IN,Information Technology and Services,Software Developer,"Experience - 2+ years Job Function – Techno-Functional  As a Software Engineer of the Customer Success team you will be responsible to Work through the entire Software Development Life Cycle, from gathering customer requirements, analysing, developing, and deploying them. Understand the product thoroughly and be a functional expert throughout the breadth of Cloud Lending’s products. Analyse custom...",https://www.linkedin.com/jobs?viewJob=&jobId=58403045&trk=api*a130653*s139051*,No salary provided
"April 10, 2015 at 05:41PM",iMind Your Business Solutions Pvt. Ltd,http://www.linkedin.com/company/3679031,"Bengaluru Area, India",IN,"Information Technology and Services, Apparel & Fashion, Retail",Data Specialist,"Hiring for the client a boutique consulting firm, specializing in SAP, Software &amp; Technology Solutions to the fashion industry.  As a data scientist/Analyst, you will get to design and develop data-driven products and features. You will learn and employ the latest in data technologies to power these products. You will develop amazing consumer-facing applications as well as our in-house analyti...",https://www.linkedin.com/jobs?viewJob=&jobId=44222388&trk=api*a130653*s139051*,No salary provided
"April 26, 2015 at 02:02PM",3i Molecular Solutions,http://www.linkedin.com/company/9376625,"Bengaluru Area, India",IN,Biotechnology,Product Specialist,"Designation: Product Specialist (Genomics) No. of positions available: 4 Job Locations: Positions available in Bangalore, Hyderabad, Kolkata and New Delhi. Job Description:  Effectively describes the process and value-added benefits of the clinical/research products/services to new and prospective clients.Stays abreast of trends in the marketplace to ensure the product's competitive position. Inte...",https://www.linkedin.com/jobs?viewJob=&jobId=59780182&trk=api*a130653*s139051*,No salary provided
"April 11, 2015 at 05:20PM",Teritree Technologies,http://www.linkedin.com/company/2518710,"Bengaluru Area, India",IN,Computer Software,Sales and Marketing Superstar,"- Formulation and execution of sales strategy  - Customer Engagement and Account Management of active accounts - Creation of business partnerships with Digital Marketing Agencies and ecommerce platform vendors - Market Study and Competitor Analysis - Creation of various pricing models - Creating Marketing presence in India, Europe and US - Content Creation and presence in marketing forums - Search...",https://www.linkedin.com/jobs?viewJob=&jobId=44206558&trk=api*a130653*s139051*,No salary provided
"April 21, 2015 at 10:00PM",Appcito,http://www.linkedin.com/company/3507979,"Bengaluru Area, India",IN,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,No salary provided
"April 24, 2015 at 01:45PM",Function Space,http://www.linkedin.com/company/2844464,"Bengaluru Area, India",IN,"Higher Education, E-Learning, Education Management",Instructional Designer,"          The Function Space team is growing and is looking for an experienced instructional designer to plan, analyse, design, develop, deploy and evaluate learning materials. As an instructional designer, you will work closely with stakeholders, subject matter experts, and learners to help capture learning needs and offer learning solutions within a highly dynamic working environment.   Responsi...",https://www.linkedin.com/jobs?viewJob=&jobId=46343455&trk=api*a130653*s139051*,No salary provided
"April 24, 2015 at 01:45PM",Function Space,http://www.linkedin.com/company/2844464,"Bengaluru Area, India",IN,"Higher Education, E-Learning, Education Management",Instructional Designer,"          The Function Space team is growing and is looking for an experienced instructional designer to plan, analyse, design, develop, deploy and evaluate learning materials. As an instructional designer, you will work closely with stakeholders, subject matter experts, and learners to help capture learning needs and offer learning solutions within a highly dynamic working environment.   Responsi...",https://www.linkedin.com/jobs?viewJob=&jobId=46343455&trk=api*a130653*s139051*,No salary provided
"April 22, 2015 at 05:49PM","Inspirata, Inc.",http://www.linkedin.com/company/9228833,"Bengaluru Area, India",IN,Information Technology and Services,Research Pathologist,"POSITION DESCRIPTION: The Research Pathologist will participate in the research and development of state of the art detection, diagnosis, prognosis, and prediction algorithms in the medical imaging domain − with emphasis toward digitized histology.  More specifically, the Research Pathologist will work with scientists and other computer vision experts to understand pathology images, create annotat...",https://www.linkedin.com/jobs?viewJob=&jobId=44995559&trk=api*a130653*s139051*,No salary provided
"April 27, 2015 at 11:57AM",COGXIO.COM,http://www.linkedin.com/company/2538478,"Bengaluru Area, India",IN,"Internet, Consumer Services",Full Stack Developer,"Note: Only experienced candidates in startups are encouraged to apply and who can 12 hours a day.  ============== We are looking for  Kickass Full Stack Developer r to come and help out with all of the online projects we have on the go. We're after someone that's happy to come into our office, a stone throw from the Tate Modern, and work with our own in-house dev. We aren't after a remote dev. To...",https://www.linkedin.com/jobs?viewJob=&jobId=46343947&trk=api*a130653*s139051*,No salary provided
"April 27, 2015 at 11:57AM",COGXIO.COM,http://www.linkedin.com/company/2538478,"Bengaluru Area, India",IN,"Internet, Consumer Services",Full Stack Developer,"Note: Only experienced candidates in startups are encouraged to apply and who can 12 hours a day.  ============== We are looking for  Kickass Full Stack Developer r to come and help out with all of the online projects we have on the go. We're after someone that's happy to come into our office, a stone throw from the Tate Modern, and work with our own in-house dev. We aren't after a remote dev. To...",https://www.linkedin.com/jobs?viewJob=&jobId=46343947&trk=api*a130653*s139051*,No salary provided
"April 22, 2015 at 02:23PM",COGXIO.COM,http://www.linkedin.com/company/2538478,"Bengaluru Area, India",IN,"Internet, Consumer Services, Information Technology and Services",Chief Mobile Application Developer (CMO),"NOTE: We are looking for startup experience people, and who are willing to work, it might possible you do not get enough salaries even. Please do not apply if you can not handle startup work pressure.      Position Summary   The Mobile Technology Lead (Co-Founder Mobile Development, CMO) leads the mobile team and is responsible for establishing the company’s mobilty technical vision and leading al...",https://www.linkedin.com/jobs?viewJob=&jobId=44974589&trk=api*a130653*s139051*,No salary provided
"April 22, 2015 at 02:23PM",COGXIO.COM,http://www.linkedin.com/company/2538478,"Bengaluru Area, India",IN,"Internet, Consumer Services, Information Technology and Services",Chief Mobile Application Developer (CMO),"NOTE: We are looking for startup experience people, and who are willing to work, it might possible you do not get enough salaries even. Please do not apply if you can not handle startup work pressure.      Position Summary   The Mobile Technology Lead (Co-Founder Mobile Development, CMO) leads the mobile team and is responsible for establishing the company’s mobilty technical vision and leading al...",https://www.linkedin.com/jobs?viewJob=&jobId=44974589&trk=api*a130653*s139051*,No salary provided
"April 26, 2015 at 10:25PM",Veda Semantics,http://www.linkedin.com/company/2666809,"Bengaluru Area, India",IN,Information Technology and Services,NLP Programmer,"You will be part of our research team developing and enhancing our Sentiment analysis, Problem Identification, Intent Identification, NER, Topic extraction, Question Answering systems....",https://www.linkedin.com/jobs?viewJob=&jobId=46343898&trk=api*a130653*s139051*,No salary provided
"April 26, 2015 at 10:25PM",Veda Semantics,http://www.linkedin.com/company/2666809,"Bengaluru Area, India",IN,Information Technology and Services,NLP Programmer,"You will be part of our research team developing and enhancing our Sentiment analysis, Problem Identification, Intent Identification, NER, Topic extraction, Question Answering systems....",https://www.linkedin.com/jobs?viewJob=&jobId=46343898&trk=api*a130653*s139051*,No salary provided
"April 20, 2015 at 05:27PM",Crossover.,http://www.linkedin.com/company/9308035,"Bengaluru Area, India",IN,Computer Software,Crossover Software Architect - C# - $30/hr,"Ready to make $60,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=44970039&trk=api*a130653*s139051*,No salary provided
"April 09, 2015 at 12:26PM",IceCream Labs,http://www.linkedin.com/company/3766716,"Bengaluru Area, India",IN,Information Technology and Services,Software Engineer,"We are looking for a hands-on full stack software developer who eats, breaths and lives on technology and creates great apps. This is your opportunity to play a leading role in transforming an industry and to create dynamic and exciting new solutions. You will work directly with the founding team, engineers and advisers from around the world to understand market needs, define product features and...",https://www.linkedin.com/jobs?viewJob=&jobId=43040808&trk=api*a130653*s139051*,No salary provided
"April 10, 2015 at 05:15PM",Aceic Design Technologies,http://www.linkedin.com/company/2998878,"Bengaluru Area, India",IN,Semiconductors,Verification Engineer,"Sr.Verification Engineer who has extensively worked on IP, Chip or SoC level verification using SystemVerilog, OVM or UVM. Why Aceic? If you want to make a difference and work with the latest cutting edge Verification technologies, look no further. ACEIC delivers the best in class technological services to our clients. We rotate our engineers on various projects at different customer sites ensurin...",https://www.linkedin.com/jobs?viewJob=&jobId=44218967&trk=api*a130653*s139051*,No salary provided
"April 20, 2015 at 04:05PM",Prayag Consulting,http://www.linkedin.com/company/364826,"Bengaluru Area, India",IN,"Marketing and Advertising, Graphic Design",Graphic Designer,"Graphic designers must possess artistic ability and creative thinking for designing eye-catching and effective collateral. These professionals need to be able to come up with strategies for layouts and artistic concepts, and they must be able to create visual images that engage, attract and sell. Additionally, they need to be: responsive to customer needs, able to create new and original ideas, op...",https://www.linkedin.com/jobs?viewJob=&jobId=44916993&trk=api*a130653*s139051*,No salary provided
"April 28, 2015 at 02:34PM",Zoomo India,http://www.linkedin.com/company/9195690,"Bengaluru Area, India",IN,Internet,Infrastructure Engineer," Develop and maintain the build infrastructure. Setup and automate development, testing, staging, and production systems for new services. Plan and automate software deployments and service upgrades Develop systems and software to monitor and report service information. Investigate and recommend PAAS and IAAS solutions. Take care of VPN and audit access to production servers....",https://www.linkedin.com/jobs?viewJob=&jobId=47110054&trk=api*a130653*s139051*,No salary provided
"April 25, 2015 at 02:54PM",HiveMinds Innovative Market Solutions,http://www.linkedin.com/company/2637530,"Bengaluru Area, India",IN,"Marketing and Advertising, Market Research",Online Marketing Manager/Specialist,"IMPORTANT: To Apply, please fill up the form on this link - http://goo.gl/hjNqXe. This should take around 20-30 minutes which consists of basic aptitude and a brief background about yourself.    Roles Understand Client’s business goals, support with Market Research, devise Marketing Strategy to take the Client businesses to the next stage Execute marketing campaigns through SEO / SEM / Social Medi...",https://www.linkedin.com/jobs?viewJob=&jobId=59597116&trk=api*a130653*s139051*,No salary provided
"March 17, 2015 at 07:27AM",3D-IP Semiconductors,http://www.linkedin.com/company/3778495,"Bengaluru Area, India",IN,Semiconductors,Virtual Prototype (SystemC) developer,"We are hiring candidates with 1-6 years' experience in System Modelling/Virtual Prototyping. The role is SystemC/TLM2.0 modelling for IPs such as UFS, DDR, etc Below are the details of  the position: Designation : Software Engineer/Team Leader Experience :  1-6 years’ of solid experience in  System Modelling (SystemC, C++, TLM) Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Computer Science, Elect...",https://www.linkedin.com/jobs?viewJob=&jobId=38693129&trk=api*a130653*s139051*,No salary provided
"April 21, 2015 at 10:15AM",InfoCognitio,http://www.linkedin.com/company/9350037,"Bengaluru Area, India",IN,Information Technology and Services,Content Developer / Technical Writer,Be able to write/develop content on simple to complex subjects spanning multiple technologies/domains. Interact with peers and supervisors. Be open to learning new technologies and keep abreast of emerging trends. Interact with clients for all project-related issues. Escalate appropriate matters to the management without delays. To Apply: Please send your resume to bindu.gangaram@infocognitio.com...,https://www.linkedin.com/jobs?viewJob=&jobId=44930937&trk=api*a130653*s139051*,No salary provided
"April 23, 2015 at 10:44AM",Ameri100,http://www.linkedin.com/company/4725183,"Bengaluru Area, India",IN,Information Technology and Services,Financial Analyst,"We at Ameri100 are looking to hire a strong result-oriented professional with 2-5 years of experience in business planning &amp; analysis, financial modelling, research and management reporting. As a Financial Analyst you provide the highest level of support for Ameri100’s business. You provide comprehensive business analysis, decision support and consulting to a portion of a functional organizati...",https://www.linkedin.com/jobs?viewJob=&jobId=46331545&trk=api*a130653*s139051*,No salary provided
"April 25, 2015 at 02:54PM",HiveMinds Innovative Market Solutions,http://www.linkedin.com/company/2637530,"Bengaluru Area, India",IN,"Marketing and Advertising, Market Research",Online Marketing Manager/Specialist,"IMPORTANT: To Apply, please fill up the form on this link - http://goo.gl/hjNqXe. This should take around 20-30 minutes which consists of basic aptitude and a brief background about yourself.    Roles Understand Client’s business goals, support with Market Research, devise Marketing Strategy to take the Client businesses to the next stage Execute marketing campaigns through SEO / SEM / Social Medi...",https://www.linkedin.com/jobs?viewJob=&jobId=59597116&trk=api*a130653*s139051*,No salary provided
"April 07, 2015 at 12:08PM",SignEasy,http://www.linkedin.com/company/2773503,"Bengaluru Area, India",IN,Information Technology and Services,Frontend Developer,"What you will do # Build cross browser compatible front-end applications using HTML, CSS and JavaScript  # Develop fast and highly scalable and responsive applications  # Work closely with a cross-functional team that includes product manager, backend developers, and UI/UX designers  # Collaborate with product managers to make sure all user interactions and features are well-designed &amp; impleme...",https://www.linkedin.com/jobs?viewJob=&jobId=41694880&trk=api*a130653*s139051*,No salary provided
"April 28, 2015 at 03:00PM",Zoomo India,http://www.linkedin.com/company/9195690,"Bengaluru Area, India",IN,Internet,Visual Designer,"Work with design and product management to create and ensure a consistent visual style to new and redesigned features Develop and maintain design wireframes, mockups, and specifications as needed. Export assets and illustrations for developers. Collaborate with other designers to maintain design consistency and coherence across the product as appropriate. Work with our social media manager to brin...",https://www.linkedin.com/jobs?viewJob=&jobId=47105214&trk=api*a130653*s139051*,No salary provided
"April 07, 2015 at 12:08PM",SignEasy,http://www.linkedin.com/company/2773503,"Bengaluru Area, India",IN,Information Technology and Services,Frontend Developer,"What you will do # Build cross browser compatible front-end applications using HTML, CSS and JavaScript  # Develop fast and highly scalable and responsive applications  # Work closely with a cross-functional team that includes product manager, backend developers, and UI/UX designers  # Collaborate with product managers to make sure all user interactions and features are well-designed &amp; impleme...",https://www.linkedin.com/jobs?viewJob=&jobId=41694880&trk=api*a130653*s139051*,No salary provided
"April 28, 2015 at 03:00PM",Zoomo India,http://www.linkedin.com/company/9195690,"Bengaluru Area, India",IN,Internet,Visual Designer,"Work with design and product management to create and ensure a consistent visual style to new and redesigned features Develop and maintain design wireframes, mockups, and specifications as needed. Export assets and illustrations for developers. Collaborate with other designers to maintain design consistency and coherence across the product as appropriate. Work with our social media manager to brin...",https://www.linkedin.com/jobs?viewJob=&jobId=47105214&trk=api*a130653*s139051*,No salary provided
"April 10, 2015 at 05:15PM",Aceic Design Technologies,http://www.linkedin.com/company/2998878,"Bengaluru Area, India",IN,Semiconductors,Verification Engineer,"Sr.Verification Engineer who has extensively worked on IP, Chip or SoC level verification using SystemVerilog, OVM or UVM. Why Aceic? If you want to make a difference and work with the latest cutting edge Verification technologies, look no further. ACEIC delivers the best in class technological services to our clients. We rotate our engineers on various projects at different customer sites ensurin...",https://www.linkedin.com/jobs?viewJob=&jobId=44218967&trk=api*a130653*s139051*,No salary provided
"April 23, 2015 at 12:06PM",MYMO Wireless Technology Pvt Ltd,http://www.linkedin.com/company/233667,"Bengaluru Area, India",IN,Wireless,DSP Engineer,"Job Description: Developing, testing and integrating LTE PHY on Embedded / DSP platforms.  Job Requirement:  (i) Working experience in LTE Physical layer (L1).  (ii) Working experience on (a) Texas Instrument Keystone SOC 6618 / TI 6670 / TI 6631 (b) Code Composer Studio (c) SYSBIOS (RTOS).  (iii) Working experience in porting wireless standard (LTE physical layer) to SOCs/DSPs/Embedded systems (m...",https://www.linkedin.com/jobs?viewJob=&jobId=44974954&trk=api*a130653*s139051*,No salary provided
"April 20, 2015 at 05:42PM",Crossover.,http://www.linkedin.com/company/9308035,"Bengaluru Area, India",IN,Computer Software,Crossover Software Architect - Java - $30/hr,"Ready to make $60,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=44970141&trk=api*a130653*s139051*,No salary provided
"April 28, 2015 at 11:09AM",GTAC,http://www.linkedin.com/company/9390293,"Bengaluru Area, India",IN,Internet,Python Developer,"WHAT WE'RE LOOKING FOR   A Python Developer that will participate in all aspects of architecting and developing our e-commerce analytics platform. You will have the opportunity to work on cutting edge technology and new product development in a small but established company that is rapidly growing. This is a great opportunity for an engineer looking to expand their career, who is excited about sea...",https://www.linkedin.com/jobs?viewJob=&jobId=47110030&trk=api*a130653*s139051*,No salary provided
"April 23, 2015 at 12:06PM",MYMO Wireless Technology Pvt Ltd,http://www.linkedin.com/company/233667,"Bengaluru Area, India",IN,Wireless,DSP Engineer,"Job Description: Developing, testing and integrating LTE PHY on Embedded / DSP platforms.  Job Requirement:  (i) Working experience in LTE Physical layer (L1).  (ii) Working experience on (a) Texas Instrument Keystone SOC 6618 / TI 6670 / TI 6631 (b) Code Composer Studio (c) SYSBIOS (RTOS).  (iii) Working experience in porting wireless standard (LTE physical layer) to SOCs/DSPs/Embedded systems (m...",https://www.linkedin.com/jobs?viewJob=&jobId=44974954&trk=api*a130653*s139051*,No salary provided
"April 20, 2015 at 05:42PM",Crossover.,http://www.linkedin.com/company/9308035,"Bengaluru Area, India",IN,Computer Software,Crossover Software Architect - Java - $30/hr,"Ready to make $60,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=44970141&trk=api*a130653*s139051*,No salary provided
"April 28, 2015 at 11:09AM",GTAC,http://www.linkedin.com/company/9390293,"Bengaluru Area, India",IN,Internet,Python Developer,"WHAT WE'RE LOOKING FOR   A Python Developer that will participate in all aspects of architecting and developing our e-commerce analytics platform. You will have the opportunity to work on cutting edge technology and new product development in a small but established company that is rapidly growing. This is a great opportunity for an engineer looking to expand their career, who is excited about sea...",https://www.linkedin.com/jobs?viewJob=&jobId=47110030&trk=api*a130653*s139051*,No salary provided
"May 06, 2015 at 06:40PM",Leadmill,http://www.linkedin.com/company/3498313,"Bengaluru Area, India",IN,Marketing and Advertising,Advertising Operations Coordinator,"As part of the expansion of the local Leadmill office in Bangalore, India we are looking for an Advertising Operations Coordinator who is self-motivated, efficient and has great attention to detail. The Advertising Operations Coordinator will be coordinating and managing tasks across different teams and involves multiple assignments on both the advertiser and the publisher side of business. Apart...",https://www.linkedin.com/jobs?viewJob=&jobId=48365421&trk=api*a130653*s139051*,No salary provided
"April 08, 2015 at 11:06AM",Gravity Consulting Pty Ltd.,http://www.linkedin.com/company/2771935,"Bengaluru Area, India",IN,Information Technology and Services,INFORMATION & VISUAL DESIGN CONSULTANT,"Candidates applying for this position would be incharge to communicate their designs with the ability to perceive information and represent complex concepts and problems through innovative design thinking and creative visualisation. KEY RESPONSIBILITIES: The responsibilities of this position will differ depending on the project. - You will be in charge of things such as, information modelling, bus...",https://www.linkedin.com/jobs?viewJob=&jobId=43061632&trk=api*a130653*s139051*,No salary provided
"May 06, 2015 at 06:40PM",Leadmill,http://www.linkedin.com/company/3498313,"Bengaluru Area, India",IN,Marketing and Advertising,Advertising Operations Coordinator,"As part of the expansion of the local Leadmill office in Bangalore, India we are looking for an Advertising Operations Coordinator who is self-motivated, efficient and has great attention to detail. The Advertising Operations Coordinator will be coordinating and managing tasks across different teams and involves multiple assignments on both the advertiser and the publisher side of business. Apart...",https://www.linkedin.com/jobs?viewJob=&jobId=48365421&trk=api*a130653*s139051*,No salary provided
"April 08, 2015 at 11:06AM",Gravity Consulting Pty Ltd.,http://www.linkedin.com/company/2771935,"Bengaluru Area, India",IN,Information Technology and Services,INFORMATION & VISUAL DESIGN CONSULTANT,"Candidates applying for this position would be incharge to communicate their designs with the ability to perceive information and represent complex concepts and problems through innovative design thinking and creative visualisation. KEY RESPONSIBILITIES: The responsibilities of this position will differ depending on the project. - You will be in charge of things such as, information modelling, bus...",https://www.linkedin.com/jobs?viewJob=&jobId=43061632&trk=api*a130653*s139051*,No salary provided
"April 21, 2015 at 12:07PM",Teabox,http://www.linkedin.com/company/2845194,"Bengaluru Area, India",IN,Food & Beverages,Software Engineer – Front End,"Responsibilities: Producing and maintaining the web/mobile application's user interfaces Work closely with designers and turn the static assets to browser based web pages or mobile applications Work with backend engineers to develop complex, interactive applications. Participating, contributing in the UI/UX discussions and providing valuable feedback to create storyboards for the various old and n...",https://www.linkedin.com/jobs?viewJob=&jobId=58663632&trk=api*a130653*s139051*,No salary provided
"May 04, 2015 at 07:51PM",Thinqbot Technologies,http://www.linkedin.com/company/3815880,"Bengaluru Area, India",IN,Consumer Electronics,Firmware Engineer,"Design &amp; develop firmware for 32-bit ARM Microcontrollers, 8-bit &amp; 16-bit Microcontrollers &amp; 32-Bit ARM Microprocessors Develop using Embedded C, RTOS and/or Linux OS environment Develop drivers for peripherals such as UART, SPI, I2C, USB Integrate low-power Wireless interfaces such as BLE, Zigbee, 6LoWPAN Develop firmware to interact with Hardware such as ADC, PWM, Timers Integrate co...",https://www.linkedin.com/jobs?viewJob=&jobId=60876382&trk=api*a130653*s139051*,No salary provided
"May 05, 2015 at 07:50PM",DesignSense Software Technologies Private Limited,http://www.linkedin.com/company/3599488,"Bengaluru Area, India",IN,"Information Technology and Services, Computer Software","Senior Software Engineer, Web Technologies","Position Summary Exciting career opportunity that provides a software development role in the Software Development Engineering team, in Bangalore center that is involved in the design and implementation of next generation products for Construction industry.   Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management...",https://www.linkedin.com/jobs?viewJob=&jobId=47199541&trk=api*a130653*s139051*,No salary provided
"May 05, 2015 at 07:50PM",DesignSense Software Technologies Private Limited,http://www.linkedin.com/company/3599488,"Bengaluru Area, India",IN,"Information Technology and Services, Computer Software","Senior Software Engineer, Web Technologies","Position Summary Exciting career opportunity that provides a software development role in the Software Development Engineering team, in Bangalore center that is involved in the design and implementation of next generation products for Construction industry.   Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management...",https://www.linkedin.com/jobs?viewJob=&jobId=47199541&trk=api*a130653*s139051*,No salary provided
"May 06, 2015 at 11:50AM",7C Studio,http://www.linkedin.com/company/3765462,"Bengaluru Area, India",IN,Computer Software,Mobile Application Developer,"7C Studio is looking for a Senior Android/iOS Developer who is passionate about startups, building products and looking for an oppurtunity to solve hard core engineering problems.    Responsibilities  Design and build advanced applications for the Android/iOS platform Collaborate with the team to define, design and ship new features...",https://www.linkedin.com/jobs?viewJob=&jobId=61098171&trk=api*a130653*s139051*,No salary provided
"May 06, 2015 at 02:27PM",Recruit.net,http://www.linkedin.com/company/2590402,"Bengaluru Area, India",IN,Internet,"Search Engineer - Java, Solr, Lucene","The ideal candidate should have a strong programming background and an understanding of what it takes to build high availability and high performance web services dealing with large volumes of data. As a member of the team, you will be developing highly scalable services that would help build the framework to serve millions of requests per day and index and search millions of documents. You will i...",https://www.linkedin.com/jobs?viewJob=&jobId=61104967&trk=api*a130653*s139051*,No salary provided
